sample_name,block_type_mse,block_type_mae,block_type_mape,block_type_mapestdmix,elementwise_mse,node_mse,edge_mse,block_type_mse_threshold,block_type_mapemaemix,block_type_mapemsemix,block_type_mse_sigmoid_thresh,block_type_mae_sigmoid_thresh,normalized_density_error,split,epoch
25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,test,0
